temperature,humidity,soil_moisture,pump_on
24.11,66.33,28.68,0
26.26,67.27,20.11,1
27.67,59.15,21.96,1
18.06,55.71,24.42,0
28.49,82.17,61.87,0
30.25,67.68,22.99,1
27.01,58.49,18.06,1
18.9,63.82,31.1,0
30.81,51.99,19.69,1
28.41,42.84,16.97,1
29.55,38.87,16.19,1
31.29,73.29,47.35,0
22.16,64.01,25.42,0
28.97,71.21,37.96,0
33.32,81.64,43.79,0
27.35,56.29,21.41,1
21.22,48.44,22.07,0
31.17,45.2,13.48,1
28.35,77.54,60.81,0
27.07,44.19,17.96,1
31.37,77.29,41.35,0
24.58,83.51,51.69,0
29.59,80.42,39.28,0
35.77,86.0,40.28,0
29.59,44.92,17.93,1
28.14,72.05,59.89,0
30.82,71.23,71.1,0
29.26,79.06,65.7,0
18.75,57.71,27.71,0
26.67,48.23,18.4,1
17.33,58.85,23.52,0
18.23,38.07,24.27,0
19.9,57.43,30.73,0
22.81,46.54,17.39,0
26.97,63.62,21.28,1
32.18,71.34,47.06,0
24.64,41.94,20.35,0
32.08,46.21,13.99,1
21.46,47.7,18.89,0
22.09,53.85,21.34,0
18.64,63.29,30.48,0
30.31,78.46,42.96,0
28.44,60.66,23.01,1
23.42,33.37,17.84,0
26.19,41.84,24.76,1
27.93,44.62,18.55,1
32.88,80.54,44.29,0
20.64,47.06,25.99,0
23.46,61.96,19.34,0
29.79,60.25,21.92,1
30.41,80.84,67.82,0
31.45,50.01,18.28,1
29.15,54.95,24.12,1
19.56,58.59,22.76,0
28.24,51.3,17.73,1
22.01,54.25,20.63,0
31.28,82.74,81.06,0
29.35,82.72,62.16,0
26.82,55.17,14.32,1
23.5,41.12,18.52,0
32.12,51.42,20.88,1
29.52,78.71,47.77,0
33.33,83.55,45.19,0
34.97,80.52,48.42,0
26.04,71.46,53.58,0
17.41,57.99,26.16,0
16.92,65.31,28.44,0
30.83,71.34,67.5,0
33.15,82.34,66.89,0
27.56,70.86,45.5,0
33.38,76.31,66.09,0
33.85,82.18,39.2,0
17.9,53.96,30.69,0
30.62,70.83,42.19,0
29.28,49.66,15.87,1
23.71,56.99,23.87,0
30.6,76.46,52.93,0
33.87,70.66,52.24,0
31.88,50.04,20.07,1
29.96,71.89,52.47,0
18.03,55.19,27.41,0
34.14,75.6,62.0,0
27.43,43.43,17.71,1
24.82,56.12,18.48,0
29.12,78.21,60.79,0
21.27,59.26,27.72,0
27.32,75.68,42.43,0
27.25,75.69,46.47,0
27.4,85.98,61.01,0
15.78,54.84,25.47,0
28.28,80.61,63.9,0
26.11,48.25,20.6,1
24.02,74.43,29.39,0
30.09,65.76,22.25,1
24.67,46.14,19.0,0
20.23,54.13,23.9,0
29.66,50.26,19.77,1
22.72,53.4,19.47,0
25.24,48.3,21.32,1
17.2,51.27,25.62,0
19.09,48.73,23.37,0
17.6,47.95,28.29,0
26.06,63.38,21.28,1
33.61,44.81,12.59,1
29.71,71.18,65.75,0
33.4,89.09,37.05,0
32.51,81.51,39.16,0
28.56,52.88,17.58,1
29.77,48.84,23.73,1
22.25,50.81,13.8,0
16.83,61.96,29.63,0
23.81,63.9,18.33,0
26.7,52.91,20.31,1
29.72,46.1,19.1,1
19.23,61.61,25.82,0
31.53,76.86,58.22,0
22.44,51.54,14.61,0
20.74,65.35,28.47,0
29.1,54.5,20.89,1
29.01,81.74,67.31,0
26.85,78.63,40.39,0
21.46,44.27,23.31,0
22.96,57.15,22.21,0
34.5,80.0,69.79,0
32.33,71.63,75.86,0
29.36,85.37,38.41,0
29.59,81.29,62.94,0
21.59,48.75,26.89,0
26.52,58.24,19.0,1
25.26,58.43,20.42,1
33.95,79.12,45.3,0
24.5,41.0,18.55,0
21.18,67.4,33.36,0
26.8,81.18,51.09,0
20.74,48.48,22.57,0
29.76,58.98,22.94,1
27.35,49.43,17.73,1
21.22,46.77,22.5,0
30.75,72.95,67.19,0
27.09,41.49,21.09,1
17.12,49.13,18.38,0
28.52,75.89,44.17,0
30.85,82.43,46.01,0
27.78,84.11,44.58,0
18.67,64.65,26.16,0
27.27,59.79,24.9,1
19.92,53.45,30.17,0
29.34,55.5,22.21,1
30.32,69.79,55.2,0
27.49,83.33,54.32,0
17.85,59.04,29.46,0
29.48,71.61,72.74,0
21.4,53.56,23.29,0
21.82,49.44,21.79,0
30.04,61.68,21.27,1
28.91,57.89,20.2,1
32.42,79.89,39.9,0
31.14,51.82,26.83,1
32.03,75.77,52.84,0
21.85,56.65,27.86,0
29.3,58.93,22.14,1
26.63,74.04,61.3,0
20.6,43.89,23.12,0
25.19,47.43,15.52,1
28.82,80.17,69.79,0
17.59,65.76,22.27,0
33.56,80.89,34.81,0
26.92,53.71,17.44,1
26.04,73.13,55.12,0
23.45,48.57,17.45,0
32.53,67.83,19.56,1
18.69,46.59,22.69,0
32.4,46.71,21.57,1
30.74,70.04,71.19,0
21.97,36.71,21.14,0
30.55,48.41,19.73,1
26.2,64.41,20.02,1
16.68,43.73,25.18,0
25.95,48.55,16.0,1
21.31,58.86,28.99,0
20.92,48.47,22.37,0
32.59,80.29,44.2,0
29.63,73.82,55.18,0
21.24,55.92,25.86,0
31.56,76.52,66.28,0
30.39,65.02,22.43,1
22.86,49.17,23.18,0
29.92,78.56,56.87,0
32.26,90.21,72.92,0
20.93,57.94,20.85,0
20.87,45.13,18.96,0
20.54,58.6,26.13,0
32.39,35.34,21.66,1
30.05,57.63,20.8,1
30.23,48.06,16.37,1
27.15,52.62,17.93,1
26.01,62.16,24.38,1
28.24,53.4,21.02,1
29.38,42.24,18.79,1
28.47,56.11,26.65,1
16.7,48.47,22.19,0
31.09,66.4,21.57,1
32.05,57.31,22.61,1
29.73,42.08,20.01,1
22.37,42.6,23.26,0
29.74,77.73,65.94,0
21.37,45.29,22.1,0
35.1,86.34,53.12,0
18.75,62.18,25.96,0
29.82,75.68,61.57,0
31.73,73.81,68.19,0
18.02,47.81,29.69,0
28.59,43.72,18.62,1
31.56,74.82,47.69,0
29.63,46.25,21.06,1
20.51,47.29,26.97,0
24.15,62.47,22.51,0
26.19,59.13,17.71,1
19.54,54.66,23.96,0
21.14,54.39,26.46,0
20.11,57.16,28.98,0
25.5,49.68,15.46,1
36.0,68.88,62.73,0
27.89,78.65,70.42,0
30.76,79.93,33.39,0
19.64,52.69,23.13,0
28.35,77.29,43.77,0
29.39,82.94,55.22,0
17.63,46.5,22.54,0
32.22,87.73,67.79,0
32.03,59.39,14.55,1
28.88,71.19,44.31,0
27.19,61.84,26.39,1
20.51,47.08,26.91,0
21.74,56.64,27.28,0
28.74,75.11,54.93,0
34.11,65.92,44.09,0
20.68,58.35,24.94,0
26.43,62.33,20.48,1
28.25,79.08,58.08,0
31.86,77.67,64.49,0
25.53,60.76,23.66,1
31.12,81.88,49.22,0
22.31,59.73,29.8,0
20.38,47.14,24.84,0
30.41,87.99,63.18,0
26.01,77.84,68.34,0
27.4,77.41,46.28,0
29.79,78.72,43.47,0
24.5,50.61,22.33,0
36.15,82.06,64.97,0
30.65,47.34,17.5,1
28.74,82.27,72.52,0
25.67,42.46,21.22,1
20.25,47.76,21.57,0
28.69,79.27,42.92,0
17.91,43.47,26.22,0
31.28,63.27,21.42,1
27.47,83.39,55.05,0
24.71,45.12,19.26,0
29.33,75.29,49.41,0
34.97,77.06,46.52,0
20.67,44.56,22.21,0
32.32,46.04,15.98,1
32.22,83.41,64.74,0
29.89,81.93,43.93,0
30.23,78.01,58.37,0
27.94,48.32,19.15,1
17.33,41.13,21.21,0
33.29,85.07,78.06,0
21.07,58.96,28.72,0
34.14,73.51,59.95,0
19.97,53.38,28.81,0
27.41,53.06,20.18,1
18.13,48.0,26.65,0
31.73,53.63,15.79,1
32.64,76.72,59.82,0
28.29,52.9,18.01,1
18.44,49.85,19.38,0
33.47,80.31,55.01,0
26.2,56.23,23.72,1
32.46,83.82,35.84,0
18.61,50.47,24.35,0
27.72,81.52,52.77,0
29.46,57.43,21.29,1
19.6,65.85,27.51,0
24.69,41.89,14.12,0
16.3,43.33,23.04,0
18.82,62.12,29.17,0
23.5,69.97,28.56,0
25.35,69.04,22.62,1
33.64,74.65,60.17,0
27.1,46.77,15.16,1
29.25,33.77,20.66,1
19.45,60.5,31.53,0
19.45,55.35,27.58,0
24.07,50.81,27.3,0
27.35,78.42,67.67,0
32.04,73.08,43.05,0
29.99,50.14,23.64,1
28.28,51.87,16.95,1
23.17,47.91,22.36,0
25.78,57.19,20.49,1
33.47,81.25,65.21,0
29.47,80.31,44.94,0
21.77,34.67,20.66,0
30.88,74.8,43.19,0
29.93,64.15,22.29,1
27.8,78.7,59.91,0
31.74,46.35,19.25,1
28.96,42.39,19.45,1
34.75,75.68,46.22,0
19.16,41.96,24.3,0
32.65,83.22,41.83,0
24.75,45.79,17.29,0
29.17,61.35,24.91,1
26.57,55.28,25.28,1
32.92,71.39,61.33,0
19.65,43.08,22.1,0
32.1,81.13,42.7,0
20.32,58.65,20.95,0
30.15,60.34,26.25,1
24.41,59.06,24.71,0
16.75,44.99,22.19,0
24.81,43.67,25.63,0
32.81,77.12,67.49,0
19.41,57.87,27.71,0
24.91,54.29,16.52,0
23.17,60.96,28.1,0
29.08,49.11,18.1,1
33.92,84.04,64.82,0
29.08,78.77,64.73,0
25.83,61.05,26.95,1
21.09,54.0,23.74,0
34.97,79.93,48.32,0
27.21,73.93,65.59,0
28.73,48.08,13.68,1
27.05,81.0,68.06,0
32.36,80.94,42.0,0
27.37,82.5,63.32,0
26.48,57.49,20.37,1
31.24,55.63,21.81,1
33.5,80.5,49.58,0
19.09,47.26,23.7,0
28.59,76.23,57.11,0
34.9,85.4,46.85,0
35.88,74.48,60.01,0
30.02,57.22,22.19,1
19.87,39.96,22.06,0
32.67,72.53,61.0,0
16.09,49.32,26.48,0
17.95,46.0,22.2,0
30.43,57.77,22.62,1
37.2,78.53,67.54,0
28.08,67.73,20.6,1
28.59,60.85,24.54,1
28.82,53.94,16.49,1
18.31,51.36,25.8,0
19.86,56.13,29.17,0
28.87,63.78,25.8,1
30.79,83.47,50.84,0
30.28,39.97,12.84,1
24.22,80.71,34.25,0
29.83,80.83,54.5,0
32.87,77.01,65.7,0
26.92,49.38,15.47,1
30.75,74.37,46.66,0
18.75,61.64,29.39,0
22.42,50.61,29.49,0
34.92,73.28,48.3,0
17.9,52.29,26.25,0
19.38,49.86,22.63,0
17.06,60.16,27.44,0
24.57,64.1,23.43,0
20.23,51.7,22.2,0
19.86,54.69,30.85,0
30.19,44.34,15.38,1
30.43,53.81,18.73,1
29.82,81.06,60.94,0
29.27,72.11,61.72,0
18.55,62.8,26.32,0
34.94,71.95,48.58,0
17.57,64.23,24.9,0
20.74,46.34,19.81,0
22.53,52.03,15.08,0
33.19,75.15,48.95,0
31.8,73.43,59.69,0
28.32,59.96,17.99,1
20.29,51.23,23.17,0
22.16,34.88,12.19,0
19.96,45.28,24.41,0
31.86,80.29,52.94,0
29.82,70.27,47.31,0
30.21,58.64,24.31,1
31.29,68.4,70.44,0
21.18,66.32,18.1,0
30.23,53.63,17.62,1
19.62,60.45,27.25,0
32.99,82.41,64.77,0
30.99,82.48,66.63,0
22.83,65.69,30.02,0
18.13,60.6,29.25,0
27.26,79.93,50.27,0
21.56,47.51,24.98,0
26.96,81.32,66.24,0
28.82,75.69,46.21,0
33.25,80.33,66.66,0
33.68,77.47,65.85,0
23.77,49.11,24.32,0
26.2,58.5,19.84,1
25.24,55.43,25.53,1
29.81,54.59,24.17,1
32.83,76.1,43.88,0
34.83,79.2,66.99,0
26.42,82.08,62.81,0
21.85,47.89,20.45,0
23.42,45.88,25.24,0
21.86,65.47,28.86,0
25.54,62.16,23.24,1
22.06,47.08,19.4,0
36.1,74.12,62.19,0
17.19,51.82,18.99,0
26.65,65.42,22.43,1
24.76,80.89,47.77,0
29.83,38.87,20.04,1
28.92,57.21,22.49,1
26.15,47.31,14.73,1
30.92,77.66,65.1,0
26.15,49.9,17.8,1
24.16,46.27,18.14,0
21.92,57.08,29.8,0
20.2,48.63,21.33,0
26.36,59.99,23.18,1
28.51,74.77,67.69,0
32.63,45.76,18.14,1
21.51,47.82,17.71,0
19.07,50.9,24.72,0
23.54,43.68,19.19,0
23.01,67.66,20.43,0
27.29,44.76,13.95,1
28.89,73.26,63.05,0
26.3,78.36,65.84,0
20.29,50.85,26.05,0
29.78,52.39,21.48,1
21.42,63.9,27.26,0
26.1,48.92,16.13,1
20.79,47.65,22.32,0
26.36,63.24,23.09,1
26.49,48.21,17.43,1
23.44,55.19,23.62,0
34.05,80.25,57.11,0
31.03,48.81,17.84,1
25.14,53.77,19.36,1
28.37,80.07,60.75,0
18.12,50.52,20.49,0
19.09,64.3,29.97,0
16.31,58.53,20.89,0
22.04,49.55,22.55,0
19.76,56.46,26.64,0
31.09,73.82,64.36,0
26.59,77.93,72.74,0
17.43,64.31,27.2,0
29.38,58.16,23.99,1
27.89,70.36,56.16,0
30.68,75.48,59.92,0
32.92,83.16,55.63,0
20.94,45.16,25.58,0
23.18,62.6,25.73,0
32.96,74.76,47.9,0
21.71,64.19,27.75,0
29.83,84.13,64.94,0
22.14,54.46,26.73,0
18.13,57.71,27.44,0
29.11,76.53,63.78,0
20.12,53.1,21.26,0
30.85,75.06,47.11,0
17.01,49.57,24.46,0
19.25,52.2,21.48,0
30.1,63.1,23.4,1
28.27,76.01,65.03,0
20.8,44.83,24.47,0
19.54,60.14,27.93,0
31.46,43.81,19.42,1
21.52,41.53,25.16,0
25.92,80.25,42.1,0
28.69,87.46,42.36,0
28.7,78.14,64.08,0
20.04,65.0,26.91,0
20.39,47.26,20.5,0
30.99,83.87,62.09,0
21.37,42.51,24.53,0
35.49,83.05,62.07,0
24.41,47.45,19.07,0
25.64,75.1,44.13,0
26.28,77.77,63.0,0
23.66,50.39,16.85,0
35.35,42.48,16.95,1
16.37,59.58,31.52,0
31.78,82.69,66.06,0
20.69,34.73,22.43,0
20.76,58.67,22.11,0
19.88,51.4,26.63,0
34.36,80.17,66.29,0
19.39,50.52,22.66,0
24.52,64.24,29.62,0
31.18,73.11,59.26,0
31.37,63.75,22.86,1
25.6,59.14,23.09,1
23.44,47.64,13.78,0
19.84,50.64,18.63,0
19.81,53.1,22.41,0
21.71,43.75,16.65,0
21.94,43.54,22.99,0
17.49,62.54,25.18,0
31.76,84.75,57.53,0
27.46,44.86,14.97,1
20.63,62.3,24.24,0
20.91,58.72,30.03,0
21.6,52.51,24.4,0
33.01,54.67,11.47,1
34.8,84.92,68.12,0
24.49,45.79,20.79,0
25.86,49.85,17.16,1
20.69,40.88,21.86,0
20.36,64.85,27.76,0
16.34,50.18,24.25,0
28.41,44.39,14.14,1
21.33,38.8,20.77,0
28.49,57.47,22.43,1
28.93,69.27,20.79,1
33.65,75.98,50.86,0
30.47,81.58,62.87,0
30.36,76.0,57.04,0
18.46,39.7,25.2,0
18.24,47.41,21.56,0
31.81,84.82,37.91,0
17.37,60.35,30.27,0
22.53,52.85,23.09,0
22.73,46.76,23.59,0
27.17,78.02,65.16,0
29.21,46.33,17.98,1
34.14,34.94,17.16,1
32.32,83.2,46.95,0
19.42,49.39,25.47,0
31.69,75.12,66.07,0
22.63,55.77,20.29,0
21.69,48.67,30.41,0
26.27,73.3,70.74,0
33.83,79.69,47.4,0
21.61,50.46,27.24,0
34.41,75.67,41.24,0
32.13,46.63,16.63,1
30.38,77.98,65.58,0
19.57,52.83,23.91,0
28.67,47.13,20.68,1
19.39,43.0,21.9,0
18.66,49.77,24.47,0
32.22,49.34,19.73,1
32.25,77.68,63.26,0
20.91,42.55,21.58,0
32.02,51.43,15.52,1
22.9,47.43,22.55,0
19.35,41.95,22.15,0
24.83,49.4,22.45,0
23.07,43.67,22.49,0
27.79,47.45,17.96,1
15.32,65.63,26.54,0
20.86,39.79,11.29,0
22.04,42.51,20.14,0
30.55,55.74,17.78,1
21.16,63.18,26.08,0
30.75,60.34,25.11,1
29.72,77.49,44.91,0
18.67,45.69,21.93,0
18.94,55.9,23.87,0
22.92,63.92,25.28,0
29.52,80.42,68.38,0
33.62,76.22,48.19,0
32.35,57.24,23.55,1
18.27,64.44,23.69,0
26.17,65.11,26.59,1
27.45,47.36,11.23,1
27.83,43.21,18.25,1
20.91,63.1,27.45,0
24.54,80.92,42.02,0
22.86,48.62,24.76,0
23.6,58.25,20.09,0
16.2,44.93,24.3,0
33.07,77.95,48.18,0
25.78,66.86,21.38,1
28.66,58.63,18.92,1
20.64,48.93,23.55,0
20.87,40.0,24.2,0
17.74,58.17,31.31,0
25.73,57.33,25.25,1
26.8,46.62,20.35,1
27.77,59.35,23.08,1
31.07,48.68,18.77,1
32.45,81.74,47.02,0
20.42,53.86,26.82,0
19.0,53.57,28.98,0
21.23,53.62,22.72,0
18.81,56.66,30.03,0
21.42,58.55,26.66,0
18.47,40.76,18.65,0
19.69,50.42,25.01,0
20.38,52.58,22.43,0
26.95,59.18,28.64,1
31.7,44.86,20.93,1
26.97,55.03,21.35,1
29.99,71.29,59.84,0
28.73,55.33,16.5,1
21.14,61.08,32.01,0
30.67,55.21,14.39,1
19.4,50.5,15.65,0
17.27,46.83,23.01,0
18.57,43.45,26.21,0
29.72,72.78,64.7,0
19.73,43.83,20.24,0
29.59,72.72,41.16,0
22.2,41.04,22.41,0
30.84,72.9,50.59,0
36.17,74.7,64.26,0
28.42,62.26,22.49,1
29.75,80.61,64.09,0
23.66,62.32,25.51,0
14.45,42.59,28.43,0
22.71,43.22,16.33,0
32.59,76.92,44.52,0
18.85,65.43,28.56,0
32.25,81.06,64.18,0
25.58,50.38,15.48,1
15.78,56.37,30.65,0
34.23,52.71,18.04,1
27.75,74.42,53.13,0
28.48,80.82,36.33,0
20.34,59.63,26.39,0
28.34,81.46,36.16,0
20.84,68.35,26.14,0
25.53,65.2,23.83,1
26.78,53.75,25.71,1
32.76,77.26,44.36,0
19.56,45.97,23.71,0
23.41,76.37,54.09,0
21.21,43.49,24.18,0
26.43,61.03,22.23,1
30.78,46.17,14.0,1
31.26,52.15,9.29,1
23.0,40.49,22.38,0
27.15,62.66,21.97,1
19.59,46.32,22.87,0
21.97,52.64,25.51,0
30.66,73.22,39.33,0
26.55,50.46,16.78,1
21.7,46.33,29.29,0
20.47,47.25,21.88,0
26.92,75.46,41.0,0
30.46,49.9,18.16,1
18.45,53.9,27.01,0
23.84,54.93,24.68,0
18.53,48.54,21.35,0
35.38,68.55,44.18,0
18.94,64.51,23.99,0
24.38,54.61,23.45,0
20.65,46.11,21.16,0
30.8,80.68,54.15,0
21.04,42.75,23.97,0
31.89,79.69,75.21,0
19.54,56.43,28.64,0
18.71,64.9,27.93,0
27.07,47.69,15.7,1
27.03,53.05,18.22,1
19.03,66.68,29.67,0
30.38,80.08,38.54,0
19.32,69.56,30.59,0
21.07,61.21,23.36,0
21.82,59.27,28.26,0
18.16,42.07,25.05,0
18.6,60.95,27.02,0
25.94,64.88,22.03,1
23.1,64.4,26.41,0
23.66,53.43,14.18,0
22.87,48.56,19.05,0
25.44,40.49,23.27,1
30.12,69.23,21.01,1
28.54,76.72,43.4,0
19.51,38.43,19.34,0
27.86,75.96,49.62,0
31.77,78.12,78.0,0
25.31,57.3,25.27,1
22.49,46.06,21.46,0
21.96,61.41,28.84,0
26.21,44.8,16.57,1
22.43,47.96,23.43,0
31.52,77.26,73.07,0
16.98,40.89,17.83,0
24.22,54.37,19.86,0
20.37,62.21,27.61,0
21.54,42.44,22.56,0
31.1,78.12,71.27,0
24.34,46.79,17.83,0
28.72,61.2,24.61,1
28.89,70.4,65.02,0
31.57,77.26,44.4,0
28.01,46.14,18.17,1
31.04,45.23,17.3,1
26.59,66.04,22.12,1
27.27,61.21,17.6,1
21.54,52.28,23.3,0
17.29,40.83,26.22,0
20.43,60.14,24.87,0
35.37,71.6,47.27,0
19.17,52.89,21.05,0
19.02,47.12,18.0,0
30.12,79.07,63.14,0
18.08,61.86,27.7,0
17.98,52.01,19.39,0
22.0,53.93,23.68,0
18.42,45.24,25.2,0
28.12,80.31,46.79,0
25.08,34.94,17.54,1
17.98,65.95,25.01,0
29.19,74.04,41.22,0
35.0,83.39,68.6,0
20.24,62.48,28.58,0
17.17,47.05,24.11,0
31.38,74.87,53.24,0
24.57,45.43,21.46,0
32.39,77.2,51.22,0
30.54,83.24,43.34,0
23.98,53.99,21.42,0
24.34,56.74,26.03,0
17.99,39.63,23.42,0
19.8,50.98,29.0,0
22.36,50.09,22.99,0
20.15,63.56,28.65,0
20.88,49.28,22.06,0
23.02,50.86,19.73,0
21.88,58.36,27.68,0
31.47,84.81,75.04,0
34.43,78.57,46.9,0
30.41,52.3,19.81,1
20.03,39.17,24.68,0
26.93,79.47,64.2,0
21.49,48.23,20.65,0
25.47,43.2,23.11,1
32.43,84.2,61.93,0
18.46,44.46,22.11,0
32.35,85.81,35.03,0
29.36,73.62,61.78,0
32.42,75.11,60.18,0
19.03,67.45,35.06,0
22.61,80.55,42.84,0
19.54,47.42,23.58,0
20.84,46.28,22.58,0
31.38,61.23,15.73,1
18.06,44.82,20.6,0
16.64,57.14,25.34,0
32.03,89.05,61.22,0
27.51,75.87,66.65,0
19.51,66.53,25.83,0
19.42,60.81,25.28,0
28.93,52.59,17.83,1
17.3,48.76,20.4,0
28.86,80.22,46.85,0
29.45,82.47,46.1,0
28.36,74.71,70.83,0
24.44,63.99,24.45,0
26.7,78.22,48.53,0
16.4,52.32,28.99,0
28.5,70.38,65.71,0
23.88,53.36,15.04,0
20.89,40.01,22.97,0
27.6,40.78,16.55,1
21.34,43.41,27.64,0
23.12,52.41,19.4,0
22.0,52.85,20.87,0
33.16,77.21,45.95,0
27.77,69.69,70.52,0
19.39,61.71,24.68,0
23.17,44.84,26.09,0
36.34,75.86,41.65,0
30.64,86.32,36.14,0
18.73,36.98,22.37,0
17.2,40.17,21.51,0
16.89,50.33,30.35,0
32.61,63.98,22.65,1
28.02,62.76,22.81,1
21.94,47.7,21.45,0
27.38,84.2,41.08,0
20.62,62.77,30.38,0
19.06,57.9,25.72,0
32.66,78.51,65.62,0
34.64,86.5,44.04,0
30.69,57.42,20.79,1
22.07,47.17,23.69,0
24.05,61.16,30.17,0
22.67,51.33,25.65,0
23.88,41.65,19.41,0
34.0,79.55,63.43,0
29.06,81.46,48.42,0
30.51,83.35,42.36,0
17.45,59.75,31.49,0
30.89,81.12,55.38,0
27.65,52.88,22.69,1
33.53,82.64,63.38,0
19.1,57.7,25.58,0
26.72,72.29,46.83,0
32.55,84.18,59.18,0
21.52,34.06,20.36,0
25.8,48.25,17.22,1
27.11,40.5,18.1,1
31.07,43.19,19.25,1
19.61,56.24,24.16,0
24.49,46.78,14.92,0
29.64,69.7,18.65,1
31.61,75.93,59.42,0
29.12,52.13,21.41,1
28.3,75.44,54.81,0
34.44,81.7,44.32,0
25.81,61.27,22.26,1
17.22,39.31,23.31,0
24.66,61.45,20.41,0
35.38,70.21,59.51,0
27.89,79.5,62.92,0
32.16,75.78,48.76,0
32.04,69.57,65.68,0
21.53,59.0,27.39,0
26.27,63.77,24.51,1
29.98,63.41,20.22,1
28.34,61.37,22.96,1
28.69,59.34,23.56,1
20.31,48.99,27.7,0
33.49,45.1,16.2,1
30.42,80.41,56.38,0
23.52,59.36,19.39,0
30.52,83.89,61.09,0
27.92,49.8,26.03,1
30.08,45.48,15.87,1
30.58,77.56,62.47,0
19.6,56.48,31.77,0
19.53,47.0,20.46,0
28.58,84.71,64.06,0
20.04,47.7,20.73,0
21.09,44.47,24.65,0
20.02,44.08,19.08,0
18.53,56.1,28.47,0
19.37,62.19,24.4,0
32.64,81.17,42.97,0
28.77,61.94,20.3,1
30.04,77.67,73.48,0
22.65,52.84,22.16,0
30.74,48.35,16.14,1
17.25,46.83,25.43,0
28.91,79.95,65.96,0
27.37,65.46,46.59,0
27.06,63.03,17.78,1
21.91,58.48,32.43,0
21.77,53.87,22.8,0
32.38,50.6,18.8,1
20.2,60.27,22.65,0
27.15,37.97,22.56,1
17.85,34.92,26.04,0
29.02,76.95,67.24,0
29.85,48.1,18.62,1
23.75,62.23,22.51,0
25.27,57.32,22.46,1
31.43,84.49,44.55,0
35.29,73.97,61.0,0
30.88,84.78,74.46,0
28.1,77.25,60.05,0
31.03,77.66,69.81,0
29.09,87.54,76.18,0
29.43,64.54,18.94,1
27.72,52.99,26.86,1
28.73,58.18,20.35,1
16.95,55.7,29.48,0
32.94,75.05,48.79,0
18.92,50.57,27.43,0
21.95,51.14,24.4,0
22.86,45.74,14.18,0
25.97,76.32,50.14,0
24.24,55.96,26.97,0
17.13,35.94,21.05,0
29.4,61.69,17.3,1
18.95,51.17,26.05,0
16.42,49.26,21.4,0
19.45,45.54,21.37,0
27.34,84.37,66.39,0
30.13,78.99,55.2,0
28.53,81.39,68.51,0
25.11,48.99,16.57,1
30.68,65.49,41.35,0
32.39,76.08,39.96,0
25.97,59.69,20.12,1
31.3,85.27,69.72,0
21.17,42.03,23.81,0
21.34,64.9,26.7,0
29.2,73.81,67.02,0
31.02,81.78,67.2,0
18.94,47.94,25.52,0
18.88,40.84,21.22,0
30.3,80.07,51.86,0
28.36,74.28,68.94,0
30.34,78.93,45.77,0
28.6,77.06,44.91,0
21.69,53.0,26.56,0
26.76,73.48,68.42,0
21.53,56.97,27.53,0
30.59,79.15,55.71,0
31.5,79.05,62.23,0
27.96,67.12,22.0,1
32.36,77.94,49.21,0
25.81,41.87,16.24,1
26.24,62.23,23.6,1
17.35,47.27,21.72,0
23.1,63.56,22.99,0
22.61,59.81,27.37,0
27.1,59.9,25.24,1
17.43,38.32,22.05,0
30.14,54.25,19.11,1
26.85,69.23,26.08,1
28.72,74.43,67.79,0
24.89,78.56,70.65,0
30.75,78.15,62.33,0
20.32,54.18,29.37,0
19.37,53.65,24.45,0
32.11,78.65,71.24,0
29.03,81.46,61.61,0
18.81,52.79,21.07,0
31.78,79.59,67.15,0
28.37,75.75,40.01,0
33.09,45.77,19.95,1
22.31,60.72,17.74,0
27.14,79.62,37.74,0
33.7,80.75,39.7,0
30.2,78.82,42.88,0
21.58,48.97,21.76,0
23.6,61.64,23.64,0
31.43,54.71,14.79,1
27.74,76.82,66.12,0
19.5,50.36,26.29,0
28.68,72.86,39.5,0
19.29,54.66,22.66,0
27.77,50.8,15.82,1
23.86,43.42,20.5,0
19.94,61.29,28.2,0
26.64,76.92,41.59,0
30.17,79.12,62.48,0
14.32,46.62,19.71,0
29.75,79.07,35.19,0
19.57,55.82,22.85,0
32.94,76.91,66.19,0
20.22,50.63,23.67,0
27.65,40.97,16.03,1
33.26,54.03,21.5,1
21.79,55.98,26.44,0
22.44,51.43,22.9,0
26.58,78.5,57.62,0
27.98,56.28,18.19,1
29.04,80.96,58.62,0
24.13,48.27,20.46,0
28.85,85.48,47.74,0
32.04,56.44,20.36,1
30.73,78.27,42.03,0
26.2,50.07,17.65,1
27.93,58.49,22.95,1
28.87,77.16,67.24,0
25.52,48.54,17.89,1
31.93,81.02,64.2,0
24.37,60.04,23.23,0
29.38,61.77,20.79,1
19.26,71.62,29.93,0
26.24,73.17,49.27,0
24.7,43.96,15.86,0
34.49,84.91,50.22,0
18.9,59.49,27.66,0
35.83,73.2,41.91,0
29.39,52.86,17.01,1
20.94,45.79,21.13,0
21.84,48.84,23.23,0
19.22,44.03,20.53,0
21.28,62.73,26.71,0
19.71,59.1,27.92,0
29.08,76.37,45.38,0
28.97,85.08,53.47,0
23.59,51.53,16.7,0
33.23,82.44,68.44,0
22.21,48.24,18.94,0
18.03,66.84,25.87,0
26.15,72.78,50.41,0
27.31,61.64,21.85,1
32.87,76.77,62.12,0
30.24,80.77,63.14,0
19.75,41.56,25.78,0
20.99,48.64,23.3,0
29.0,78.79,75.96,0
24.58,42.69,22.83,0
